asset_name,key,value
HOUSE,total_steam_demand_t_h,550.0
HOUSE,total_max_fuel_consumption_gj_h,2000.0
HOUSE,total_steam_generation_t_h,720.0
HOUSE,total_fuel_consumption_gj_h,1910.02644
HOUSE,overall_efficiency_pct,91.21236490172777
HOUSE,overall_sec_gj_per_t_steam,2.6528145000000003
HOUSE,constraint_violations,[BLR-1] Mass balance deviation (5.31%) exceeds threshold (±1.0%) | [BLR-1] Energy balance deviation (-9.55%) exceeds threshold (±1.0%) | [BLR-2] Mass balance deviation (5.31%) exceeds threshold (±1.0%) | [BLR-2] Energy balance deviation (-8.72%) exceeds threshold (±1.0%) | [BLR-3] Mass balance deviation (5.31%) exceeds threshold (±1.0%) | [BLR-3] Energy balance deviation (-9.93%) exceeds threshold (±1.0%) | [BLR-4] Mass balance deviation (5.31%) exceeds threshold (±1.0%) | [BLR-4] Energy balance deviation (-8.60%) exceeds threshold (±1.0%) | [BLR-5] Mass balance deviation (5.31%) exceeds threshold (±1.0%) | [BLR-5] Energy balance deviation (-8.09%) exceeds threshold (±1.0%) | [BLR-6] Mass balance deviation (5.31%) exceeds threshold (±1.0%) | [BLR-6] Energy balance deviation (-12.92%) exceeds threshold (±1.0%)
BLR-1,steam_flow_t_h,120.0
BLR-1,steam_pressure_bar,63.0
BLR-1,steam_temperature_c,485.0
BLR-1,feedwater_flow_t_h,124.0
BLR-1,feedwater_temperature_c,140.0
BLR-1,fuel_flow_nm3_h,8400.0
BLR-1,fuel_ch4_mol_pct,90.0
BLR-1,fuel_c2h6_mol_pct,5.0
BLR-1,fuel_c3h8_mol_pct,2.0
BLR-1,fuel_c4h10_mol_pct,0.5
BLR-1,fuel_h2_mol_pct,0.0
BLR-1,fuel_co_mol_pct,0.0
BLR-1,fuel_co2_mol_pct,1.5
BLR-1,fuel_n2_mol_pct,1.0
BLR-1,flue_o2_pct,4.0
BLR-1,stack_temperature_c,180.0
BLR-1,ambient_t_c,25.0
BLR-1,radiation_loss_pct,1.0
BLR-1,cbd_flow_m3_h,2.5
BLR-1,attemperator_spray_t_h,5.0
BLR-1,co2_emission_factor_kg_per_gj,56.1
BLR-1,eco_fw_inlet_t_c,120.0
BLR-1,eco_fw_outlet_t_c,180.0
BLR-1,eco_fw_cp_kj_kg_k,4.2
BLR-1,sh1_steam_pressure_bar,63.0
BLR-1,sh1_steam_inlet_t_c,280.0
BLR-1,sh1_steam_outlet_t_c,350.0
BLR-1,sh1_steam_flow_t_h,120.0
BLR-1,sh2_steam_pressure_bar,63.0
BLR-1,sh2_steam_inlet_t_c,350.0
BLR-1,sh2_steam_outlet_t_c,485.0
BLR-1,sh2_steam_flow_t_h,120.0
BLR-1,aph_air_inlet_t_c,25.0
BLR-1,aph_air_outlet_t_c,180.0
BLR-1,aph_air_flow_nm3_h,88000.0
BLR-1,aph_air_cp_kj_kg_k,1.006
BLR-1,aph_air_density_kg_nm3,1.2
BLR-1,min_steam_flow_t_h,50.0
BLR-1,max_steam_flow_t_h,150.0
BLR-1,max_fuel_flow_nm3_h,10000.0
BLR-1,eco_flue_inlet_t_c,300.0
BLR-1,eco_flue_outlet_t_c,150.0
BLR-1,eco_design_ua_kw_k,150.0
BLR-1,desuperheater_water_t_c,120.0
BLR-1,desuperheater_steam_inlet_t_c,380.0
BLR-1,desuperheater_steam_outlet_t_c,350.0
BLR-1,fuel_lhv_mj_per_nm3,37.89735
BLR-1,total_energy_supply_gj_h,318.33774000000005
BLR-1,useful_heat_gj_h,334.847735774921
BLR-1,boiler_efficiency_pct,91.38638892247415
BLR-1,indirect_efficiency_pct,91.38638892247415
BLR-1,sec_gj_per_t_steam,2.6528145000000003
BLR-1,mass_balance_deviation_pct,5.3061224489795915
BLR-1,energy_balance_deviation_pct,-9.545823192437194
BLR-1,economizer_duty_gj_h,31.247999999999998
BLR-1,economizer_ua_kw_k,133.70038949467386
BLR-1,economizer_approach_c,30.0
BLR-1,economizer_fouling_factor,0.12191146612909054
BLR-1,economizer_fouling_resistance_k_kw,0.0008127431075272695
BLR-1,sh1_duty_gj_h,29.848508137233964
BLR-1,sh1_ua_kw_k,nan
BLR-1,sh1_approach_c,nan
BLR-1,sh1_fouling_factor,nan
BLR-1,sh1_fouling_resistance_k_kw,nan
BLR-1,sh2_duty_gj_h,41.70404728730291
BLR-1,sh2_ua_kw_k,nan
