tag_name,role,formula,lower_bound,upper_bound,flag_integer,equipment_category,equipment_id,uom,active_flag
BFW_A_Motor_Power_Regression,parameter,((-0.0016*([BFW_Flow_Consumption]/[BFW_Drives_Running])^2+1.8045*([BFW_Flow_Consumption]/[BFW_Drives_Running])+401.61)/1000)/0.95,,,,bfw_system,,$/ MT,1
BFW_A_Motor_Power_cons,parameter,"if([BFW_A_Motor_Status]==1,[BFW_A_Motor_Power],[BFW_A_Motor_Power_Regression])",,,,bfw_system,,-,1
BFW_A_Motor_Status,decision_variable,,"if([Whatif_running]==0,if(([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])<10,[BFW_A_Motor_Status],0),0)","if([Whatif_running]==0,if(([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])<10,[BFW_A_Motor_Status],if([BFW_A_Motor_Status]==1,1,if(max((1-[BFW_A_Motor_Status])*80 , (1-[BFW_D_Motor_Status])*75 , (1-[BFW_F_Motor_Status])*70) == 80,1,0))),1)",1,bfw_system,,GJ/ HR,1
BFW_B_Turb_Status,decision_variable,,"if([Whatif_running]==0,if(([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])<10,[BFW_B_Turb_Status],0),0)","if([Whatif_running]==0,if(([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])<10,[BFW_B_Turb_Status],1),1)",1,turbine,BFW_B_Turb,MT/ HR,1
BFW_B_Turb_Steam,decision_variable,[BFW_B_Turb_Status]*([BFW_B_Turb_Steam_cons]-[BFW_B_Turb_Steam_Imbalance]) + (1-[BFW_B_Turb_Status])*[BFW_B_Turb_Steam_warmup],0,20,0,turbine,BFW_B_Turb,MT/ HR,1
BFW_B_Turb_Steam_Imbalance,decision_variable,[BFW_B_Turb_Status]*([BFW_B_Turb_Steam_Regression]-((-0.0233*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_B_Turb_Status])))**2 + 26.665*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_B_Turb_Status]))) + 10505)/1000)),-5,5,0,turbine,BFW_B_Turb,MT/ HR,1
BFW_B_Turb_Steam_Regression,parameter,((-0.0233*([BFW_Flow_Consumption]/[BFW_Drives_Running])^2+26.665*([BFW_Flow_Consumption]/[BFW_Drives_Running])+10505)/1000),,,,turbine,BFW_B_Turb,%,1
BFW_B_Turb_Steam_cons,raw_pi_input,,,,,turbine,BFW_B_Turb,-,1
BFW_B_Turb_Steam_raw,raw_pi_input,,,,,turbine,BFW_B_Turb,KG/ HR,1
BFW_B_Turb_Steam_warmup,parameter,"if([BFW_B_Turb_Steam_raw]>100 && [BFW_B_Turb_Steam_raw]<8000 && [BFW_B_Turb_Status]==0,[BFW_B_Turb_Steam_raw]/1000,0)",,,,turbine,BFW_B_Turb,,1
BFW_C_Turb_Status,decision_variable,,"if([Whatif_running]==0,if(([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])<10,[BFW_C_Turb_Status],0),0)","if([Whatif_running]==0,if(([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])<10,[BFW_C_Turb_Status],1),1)",1,turbine,BFW_C_Turb,Number,1
BFW_C_Turb_Steam,decision_variable,[BFW_C_Turb_Status]*([BFW_C_Turb_Steam_cons]-[BFW_C_Turb_Steam_Imbalance]) + (1-[BFW_C_Turb_Status])*[BFW_C_Turb_Steam_warmup],0,20,0,turbine,BFW_C_Turb,MT/ HR,1
BFW_C_Turb_Steam_Imbalance,decision_variable,[BFW_C_Turb_Status]*([BFW_C_Turb_Steam_Regression]-((-0.0233*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_C_Turb_Status])))**2 + 26.665*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_C_Turb_Status]))) + 10505)/1000)),-5,5,0,turbine,BFW_C_Turb,MT/ HR,1
BFW_C_Turb_Steam_Regression,parameter,((-0.0233*([BFW_Flow_Consumption]/[BFW_Drives_Running])^2+26.665*([BFW_Flow_Consumption]/[BFW_Drives_Running])+10505)/1000),,,,turbine,BFW_C_Turb,%,1
BFW_C_Turb_Steam_cons,raw_pi_input,,,,,turbine,BFW_C_Turb,-,1
BFW_C_Turb_Steam_raw,raw_pi_input,,,,,turbine,BFW_C_Turb,KG/ HR,1
BFW_C_Turb_Steam_warmup,parameter,"if([BFW_C_Turb_Steam_raw]>100 && [BFW_C_Turb_Steam_raw]<8000 && [BFW_C_Turb_Status]==0,[BFW_C_Turb_Steam_raw]/1000,0)",,,,turbine,BFW_C_Turb,,1
BFW_D_Motor_Power,decision_variable,[BFW_D_Motor_Status]*([BFW_D_Motor_Power_cons]-[BFW_D_Motor_Power_Imbalance]),0,2,0,bfw_system,,KW,1
BFW_D_Motor_Power_Imbalance,decision_variable,[BFW_D_Motor_Status]*([BFW_D_Motor_Power_Regression]-((-0.0016*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_D_Motor_Status])))**2+ 1.8045*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_D_Motor_Status]))) + 401.61)/1000)/0.95),-5,5,0,bfw_system,,MT/ HR,1
BFW_D_Motor_Power_Regression,parameter,((-0.0016*([BFW_Flow_Consumption]/[BFW_Drives_Running])^2+1.8045*([BFW_Flow_Consumption]/[BFW_Drives_Running])+401.61)/1000)/0.95,,,,bfw_system,,%,1
BFW_D_Motor_Power_cons,parameter,"if([BFW_D_Motor_Status]==1,[BFW_D_Motor_Power],[BFW_D_Motor_Power_Regression])",,,,bfw_system,,-,1
BFW_D_Motor_Status,decision_variable,,"if([Whatif_running]==0,if(([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])<10,[BFW_D_Motor_Status],0),0)","if([Whatif_running]==0,if(([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])<10,[BFW_D_Motor_Status],if([BFW_D_Motor_Status]==1,1,if(max((1-[BFW_A_Motor_Status])*80 , (1-[BFW_D_Motor_Status])*75 , (1-[BFW_F_Motor_Status])*70) == 75,1,0))),1)",1,bfw_system,,Number,1
BFW_Drives_Running,decision_variable,[BFW_A_Motor_Status]+ [BFW_B_Turb_Status] + [BFW_C_Turb_Status] + [BFW_D_Motor_Status] + [BFW_E_Turb_Status] + [BFW_F_Motor_Status],"if([Whatif_running]==0,[BFW_Drives_Running],[BFW_Drives_Running])","if([Whatif_running]==0,[BFW_Drives_Running],[BFW_Drives_Running])",1,bfw_system,,KW,1
BFW_E_Turb_Status,decision_variable,,"if([Whatif_running]==0,if(([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])<10,[BFW_E_Turb_Status],0),0)","if([Whatif_running]==0,if(([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])<10,[BFW_E_Turb_Status],1),1)",1,turbine,BFW_E_Turb,Number,1
BFW_E_Turb_Steam,decision_variable,[BFW_E_Turb_Status]*([BFW_E_Turb_Steam_cons]-[BFW_E_Turb_Steam_Imbalance]) + (1-[BFW_E_Turb_Status])*[BFW_E_Turb_Steam_warmup],0,20,0,turbine,BFW_E_Turb,MT/ HR,1
BFW_E_Turb_Steam_Imbalance,decision_variable,[BFW_E_Turb_Status]*([BFW_E_Turb_Steam_Regression]-((-0.0233*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_E_Turb_Status])))**2 + 26.665*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_E_Turb_Status]))) + 10505)/1000)),-5,5,0,turbine,BFW_E_Turb,GJ/ HR,1
BFW_E_Turb_Steam_Regression,parameter,((-0.0233*([BFW_Flow_Consumption]/[BFW_Drives_Running])^2+26.665*([BFW_Flow_Consumption]/[BFW_Drives_Running])+10505)/1000),,,,turbine,BFW_E_Turb,MT/ HR,1
BFW_E_Turb_Steam_cons,raw_pi_input,,,,,turbine,BFW_E_Turb,-,1
BFW_E_Turb_Steam_raw,raw_pi_input,,,,,turbine,BFW_E_Turb,KG/ HR,1
BFW_E_Turb_Steam_warmup,parameter,"if([BFW_E_Turb_Steam_raw]>100 && [BFW_E_Turb_Steam_raw]<8000 && [BFW_E_Turb_Status]==0,[BFW_E_Turb_Steam_raw]/1000,0)",,,,turbine,BFW_E_Turb,,1
BFW_F_Motor_Power,decision_variable,[BFW_F_Motor_Status]*([BFW_F_Motor_Power_cons]-[BFW_F_Motor_Power_Imbalance]),0,2,0,bfw_system,,MW,1
BFW_F_Motor_Power_Imbalance,decision_variable,[BFW_F_Motor_Status]*([BFW_F_Motor_Power_Regression]-((-0.0016*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_F_Motor_Status])))**2+ 1.8045*([BFW_Flow_Consumption]/([BFW_Drives_Running]+(1-[BFW_F_Motor_Status]))) + 401.61)/1000)/0.95),-5,5,0,bfw_system,,$/ HR,1
BFW_F_Motor_Power_Regression,parameter,((-0.0016*([BFW_Flow_Consumption]/[BFW_Drives_Running])^2+1.8045*([BFW_Flow_Consumption]/[BFW_Drives_Running])+401.61)/1000)/0.95,,,,bfw_system,,MT/ HR,1
BFW_F_Motor_Power_cons,parameter,"if([BFW_F_Motor_Status]==1,[BFW_F_Motor_Power],[BFW_F_Motor_Power_Regression])",,,,bfw_system,,-,1
BFW_F_Motor_Status,decision_variable,,"if([Whatif_running]==0,if(([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])<10,[BFW_F_Motor_Status],0),0)","if([Whatif_running]==0,if(([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])<10,[BFW_F_Motor_Status],if([BFW_F_Motor_Status]==1,1,if(max((1-[BFW_A_Motor_Status])*80 , (1-[BFW_D_Motor_Status])*75 , (1-[BFW_F_Motor_Status])*70) == 70,1,0))),1)",1,bfw_system,,Number,1
BFW_Flow_Consumption,decision_variable,[Total_BFW_Consumption] -([VHP_BFW_FROM_U_O]+[VHP_DESPHTR_BFW_FROM_U_O]+([Deaerator_LPS]*0.02)),0,"if([Whatif_running]==0,max([BFW_Flow_Consumption],1200),1200)",0,bfw_system,,MT/ HR,1
BFW_Imbalance,decision_variable,(1-[Whatif_running])*[BFW_Imbalance] + [Whatif_running]*([act_BFW_Imbalance]*[Total_BFW_Consumption]/[act_Total_BFW_Consumption]),"if([Whatif_running]==0,[BFW_Imbalance],-400)","if([Whatif_running]==0,[BFW_Imbalance],400)",0,bfw_system,,Number,1
BFW_Imbalance_Enthalpy,parameter,([Total_BFW_Generated]*109)-([Return_Condensate]*75+[DMW_Makeup]*40+([Deaerator_A_LPS]-[Deaerator_A_LPS_Vent]+[Deaerator_B_LPS]-[Deaerator_B_LPS_Vent])*684+[Condensate_From_P_7106_to_Deaerator_Header]*75),,,,bfw_system,,GJ/ HR,1
BFW_Motors_Running,decision_variable,[BFW_Drives_Running]-[BFW_Turbines_Running],"if([Whatif_running]==0,min(3,if(([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])>10 && ([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])<21 , [BFW_Motors_Running]+1, 0)),0)","if([Whatif_running]==0,if([BFW_Motors_Running]<=1,2,max([BFW_Motors_Running],2)),3)",1,bfw_system,,MT/ HR,1
BFW_TO_LAO,raw_pi_input,,,,,bfw_system,,MT/ HR,1
BFW_Turbines_Running,decision_variable,[BFW_B_Turb_Status]+[BFW_C_Turb_Status]+[BFW_E_Turb_Status],"if([Whatif_running]==0,if([BFW_Turbines_Running]==0,0,[BFW_Turbines_Running]-1),0)","if([Whatif_running]==0,[BFW_Turbines_Running],3)",1,turbine,,MT/ HR,1
BFW_pump_Rated_Flow,parameter,336,,,,bfw_system,,GJ/ T,1
BFW_to_Boilers,post_optimizer,[Total_BLR_HPS_Generation]/0.99,,,,bfw_system,,MT/ HR,1
BFW_to_EOEG_1,raw_pi_input,,,,,bfw_system,,MT/ HR,1
BFW_to_EOEG_2,raw_pi_input,,,,,bfw_system,,MT/ HR,1
BFW_to_EOEG_3,raw_pi_input,,,,,bfw_system,,KG/ HR,1
BFW_to_HP_to_MP_Letdown_Flow_In_PV0007A_UO,decision_variable,,0,25,0,bfw_system,,Number,1
BFW_to_HP_to_MP_Letdown_Flow_In_PV0007B_UO,decision_variable,,0,25,0,bfw_system,,Number,1
BFW_to_MP_to_LP_Letdown_Flow_In,parameter,0,,,,bfw_system,,MT/ HR,1
BLR_1_Capacity,parameter,150,,,,system,,MT/ HR,1
BLR_1_HPS_Gen,decision_variable,[Fuel_BLR_1] * [LHV] / [Spec_En_Cons_BLR_1]*[BLR_1_Status] + (1-[BLR_1_Status])*[BLR_1_HPS_Gen_warmup],"if([Whatif_running]==0,[BLR_1_Status]*if([opt_flag]==1,if((([Boiler_opt_running]==3) && [max_spec_en_consumption_blr]!=1 && [max2_spec_en_consumption_blr]!=1 && [BLR_1_Status]==1) || (([Boiler_opt_running]==4) && [max_spec_en_consumption_blr]!=1 && [BLR_1_Status]==1),[BLR_1_HPS_Gen],0),min([BLR_1_HPS_Gen],[BLR_2_HPS_Gen],[BLR_3_HPS_Gen],[BLR_4_HPS_Gen],[BLR_5_HPS_Gen])-8),0)","if([Whatif_running]==0,if([opt_flag]==1,150,max([BLR_1_HPS_Gen],[BLR_2_HPS_Gen],[BLR_3_HPS_Gen],[BLR_4_HPS_Gen],[BLR_5_HPS_Gen])+8),150)",0,system,,Volts,1
BLR_1_HPS_Gen_warmup,parameter,"if([BLR_1_Status]==0,[BLR_1_HPS_Gen],0)",,,,system,,-,1
BLR_1_Status,decision_variable,,0,"if([Whatif_running]==0,if(([Boiler_opt_running]<[Total_Boilers_Running])&& ([Boiler_opt_running]==3) && ([max_spec_en_consumption_blr]==1 || [max2_spec_en_consumption_blr]==1),0,if(([Boiler_opt_running]<[Total_Boilers_Running])&& ([Boiler_opt_running]==4) && ([max_spec_en_consumption_blr]==1),0,[BLR_1_Status])),if((if(ceil((([ETH_HPS_Demand]+[VHP_BFW_to_ETH]*0+[ETH_LPS_Demand]+[EOEG_1_MPS_Demand]+[EOEG_1_LPS_Demand]+[EOEG_2_MPS_Demand]+[EOEG_2_LPS_Demand]+[EOEG_3_MPS_Demand]+[EOEG_3_LPS_Demand]+[LAO_LP_Steam_Demand]+80*(if([ETH_Plant_Status]==1 || [EOEG1_Plant_Status]==1 || [EOEG2_Plant_Status]==1 || [EOEG3_Plant_Status]==1,1,0)))*1.2+[Buffer_Steam_in_Boilers])/140)>5, 5 ,ceil((([ETH_HPS_Demand]+[VHP_BFW_to_ETH]*0+[ETH_LPS_Demand]+[EOEG_1_MPS_Demand]+[EOEG_1_LPS_Demand]+[EOEG_2_MPS_Demand]+[EOEG_2_LPS_Demand]+[EOEG_3_MPS_Demand]+[EOEG_3_LPS_Demand]+[LAO_LP_Steam_Demand]+80*(if([ETH_Plant_Status]==1 || [EOEG1_Plant_Status]==1 || [EOEG2_Plant_Status]==1 || [EOEG3_Plant_Status]==1,1,0)))*1.2+[Buffer_Steam_in_Boilers])/140)))>=1,1,0))",1,system,,GJ/ T,1
BLR_2_Capacity,parameter,150,,,,system,,MT/ HR,1
BLR_2_HPS_Gen,decision_variable,[Fuel_BLR_2] * [LHV] / [Spec_En_Cons_BLR_2]*[BLR_2_Status]+ (1-[BLR_2_Status])*[BLR_2_HPS_Gen_warmup],"if([Whatif_running]==0,[BLR_2_Status]*if([opt_flag]==1,if((([Boiler_opt_running]==3) && [max_spec_en_consumption_blr]!=2 && [max2_spec_en_consumption_blr]!=2 && [BLR_2_Status]==1) || (([Boiler_opt_running]==4) && [max_spec_en_consumption_blr]!=2 && [BLR_2_Status]==1),[BLR_2_HPS_Gen],0),min([BLR_1_HPS_Gen],[BLR_2_HPS_Gen],[BLR_3_HPS_Gen],[BLR_4_HPS_Gen],[BLR_5_HPS_Gen])-8),0)","if([Whatif_running]==0,if([opt_flag]==1,150,max([BLR_1_HPS_Gen],[BLR_2_HPS_Gen],[BLR_3_HPS_Gen],[BLR_4_HPS_Gen],[BLR_5_HPS_Gen])+8),150)",0,system,,MT/ HR,1
BLR_2_HPS_Gen_warmup,parameter,"if([BLR_2_Status]==0,[BLR_2_HPS_Gen],0)",,,,system,,-,1
